Week Starting,Company,State,City,Users,Transactions,Dollars,ASP,,,
11/24/14,Yellow Cab,TX,AUSTIN TX, 294 , 619 ," 8,719 ", 14.09 ,,,
11/24/14,Yellow Cab,MA,BOSTON MA," 1,584 "," 3,947 "," 53,562 ", 13.57 ,,,
11/24/14,Yellow Cab,IL,CHICAGO IL," 3,053 "," 7,401 "," 101,436 ", 13.71 ,,,
11/24/14,Yellow Cab,TX,DALLAS TX, 412 , 909 ," 16,024 ", 17.63 ,,,
11/24/14,Yellow Cab,CO,DENVER CO, 211 , 489 ," 7,028 ", 14.37 ,,,
11/24/14,Yellow Cab,CA,LOS ANGELES CA," 1,902 "," 4,370 "," 64,680 ", 14.80 ,,,
11/24/14,Yellow Cab,FL,MIAMI FL, 539 ," 1,163 "," 18,911 ", 16.26 ,,,
11/24/14,Yellow Cab,TN,NASHVILLE TN, 113 , 221 ," 2,912 ", 13.18 ,,,
11/24/14,Yellow Cab,NY,NEW YORK NY," 7,396 "," 16,109 "," 360,781 ", 22.40 ,,,
11/24/14,Yellow Cab,CA,ORANGE COUNTY, 253 , 504 ," 7,089 ", 14.07 ,,,
11/24/14,Yellow Cab,AZ,PHOENIX AZ, 125 , 237 ," 3,851 ", 16.25 ,,,
11/24/14,Yellow Cab,PA,PITTSBURGH PA, 52 , 109 ," 1,762 ", 16.17 ,,,
11/24/14,Yellow Cab,CA,SACRAMENTO CA, 96 , 194 ," 2,378 ", 12.26 ,,,
11/24/14,Yellow Cab,CA,SAN DIEGO CA, 830 ," 1,698 "," 24,091 ", 14.19 ,,,
11/24/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,083 "," 5,559 "," 79,911 ", 14.38 ,,,
11/24/14,Yellow Cab,WA,SEATTLE WA, 390 , 780 ," 11,317 ", 14.51 ,,,
11/24/14,Yellow Cab,CA,SILICON VALLEY, 400 , 833 ," 15,007 ", 18.02 ,,,
11/24/14,Yellow Cab,Total US,Total US," 37,651 "," 83,164 "," 1,379,369 ", 16.59 ,,,
11/24/14,Yellow Cab,AZ,TUCSON AZ, 100 , 184 ," 3,197 ", 17.38 ,,,
11/24/14,Yellow Cab,DC,WASHINGTON DC," 2,529 "," 6,006 "," 83,286 ", 13.87 ,,,
12/1/14,Pink Cab,GA,ATLANTA GA, 132 , 258 ," 3,294 ", 12.77 ,,,
12/1/14,Pink Cab,TX,AUSTIN TX, 186 , 336 ," 4,801 ", 14.29 ,,,
12/1/14,Pink Cab,MA,BOSTON MA, 546 ," 1,230 "," 15,634 ", 12.71 ,,,
12/1/14,Pink Cab,IL,CHICAGO IL," 1,041 "," 2,241 "," 26,508 ", 11.83 ,,,
12/1/14,Pink Cab,TX,DALLAS TX, 123 , 192 ," 2,575 ", 13.41 ,,,
12/1/14,Pink Cab,CO,DENVER CO, 138 , 249 ," 3,273 ", 13.15 ,,,
12/1/14,Pink Cab,CA,LOS ANGELES CA," 1,599 "," 3,660 "," 43,785 ", 11.96 ,,,
12/1/14,Pink Cab,FL,MIAMI FL, 207 , 489 ," 6,964 ", 14.24 ,,,
12/1/14,Pink Cab,TN,NASHVILLE TN, 123 , 261 ," 2,871 ", 11.00 ,,,
12/1/14,Pink Cab,NY,NEW YORK NY," 1,794 "," 3,456 "," 56,025 ", 16.21 ,,,
12/1/14,Pink Cab,CA,ORANGE COUNTY, 129 , 207 ," 2,353 ", 11.37 ,,,
12/1/14,Pink Cab,AZ,PHOENIX AZ, 54 , 84 ," 1,331 ", 15.85 ,,,
12/1/14,Pink Cab,PA,PITTSBURGH PA, 63 , 126 ," 1,630 ", 12.94 ,,,
12/1/14,Pink Cab,CA,SACRAMENTO CA, 108 , 222 ," 2,600 ", 11.71 ,,,
12/1/14,Pink Cab,CA,SAN DIEGO CA, 924 ," 1,683 "," 22,224 ", 13.21 ,,,
12/1/14,Pink Cab,CA,SAN FRANCISCO CA," 2,826 "," 7,557 "," 90,338 ", 11.95 ,,,
12/1/14,Pink Cab,WA,SEATTLE WA, 195 , 375 ," 5,491 ", 14.64 ,,,
12/1/14,Pink Cab,CA,SILICON VALLEY, 384 , 756 ," 10,989 ", 14.54 ,,,
12/1/14,Pink Cab,Total US,Total US," 17,772 "," 37,320 "," 488,816 ", 13.10 ,,,
12/1/14,Pink Cab,AZ,TUCSON AZ, 69 , 126 ," 2,009 ", 15.94 ,,,
12/1/14,Pink Cab,DC,WASHINGTON DC, 411 , 822 ," 10,815 ", 13.16 ,,,
12/1/14,Yellow Cab,GA,ATLANTA GA, 466 , 991 ," 17,424 ", 17.58 ,,,
12/1/14,Yellow Cab,TX,AUSTIN TX, 307 , 663 ," 10,991 ", 16.58 ,,,
12/1/14,Yellow Cab,MA,BOSTON MA," 1,566 "," 4,346 "," 58,661 ", 13.50 ,,,
12/1/14,Yellow Cab,IL,CHICAGO IL," 3,173 "," 7,814 "," 108,863 ", 13.93 ,,,
12/1/14,Yellow Cab,TX,DALLAS TX, 421 , 972 ," 16,921 ", 17.41 ,,,
12/1/14,Yellow Cab,CO,DENVER CO, 209 , 375 ," 6,489 ", 17.30 ,,,
12/1/14,Yellow Cab,CA,LOS ANGELES CA," 1,920 "," 4,700 "," 75,555 ", 16.08 ,,,
12/1/14,Yellow Cab,FL,MIAMI FL, 624 ," 1,600 "," 26,870 ", 16.79 ,,,
12/1/14,Yellow Cab,TN,NASHVILLE TN, 97 , 175 ," 2,583 ", 14.76 ,,,
12/1/14,Yellow Cab,NY,NEW YORK NY," 8,483 "," 20,389 "," 474,577 ", 23.28 ,,,
12/1/14,Yellow Cab,CA,ORANGE COUNTY, 260 , 564 ," 8,900 ", 15.78 ,,,
12/1/14,Yellow Cab,AZ,PHOENIX AZ, 112 , 210 ," 3,080 ", 14.67 ,,,
12/1/14,Yellow Cab,PA,PITTSBURGH PA, 51 , 94 ," 1,595 ", 16.97 ,,,
12/1/14,Yellow Cab,CA,SACRAMENTO CA, 76 , 159 ," 2,295 ", 14.43 ,,,
12/1/14,Yellow Cab,CA,SAN DIEGO CA, 811 ," 1,650 "," 24,416 ", 14.80 ,,,
12/1/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,313 "," 6,795 "," 103,215 ", 15.19 ,,,
12/1/14,Yellow Cab,WA,SEATTLE WA, 417 , 816 ," 12,653 ", 15.51 ,,,
12/1/14,Yellow Cab,CA,SILICON VALLEY, 433 , 954 ," 19,474 ", 20.41 ,,,
12/1/14,Yellow Cab,Total US,Total US," 40,220 "," 94,153 "," 1,654,582 ", 17.57 ,,,
12/1/14,Yellow Cab,AZ,TUCSON AZ, 91 , 202 ," 2,843 ", 14.07 ,,,
12/1/14,Yellow Cab,DC,WASHINGTON DC," 2,622 "," 6,601 "," 94,071 ", 14.25 ,,,
12/8/14,Pink Cab,GA,ATLANTA GA, 159 , 285 ," 3,771 ", 13.23 ,,,
12/8/14,Pink Cab,TX,AUSTIN TX, 243 , 480 ," 6,709 ", 13.98 ,,,
12/8/14,Pink Cab,MA,BOSTON MA, 648 ," 1,377 "," 18,367 ", 13.34 ,,,
12/8/14,Pink Cab,IL,CHICAGO IL, 954 ," 2,028 "," 24,682 ", 12.17 ,,,
12/8/14,Pink Cab,TX,DALLAS TX, 135 , 309 ," 3,320 ", 10.74 ,,,
12/8/14,Pink Cab,CO,DENVER CO, 162 , 246 ," 2,997 ", 12.18 ,,,
12/8/14,Pink Cab,CA,LOS ANGELES CA," 1,737 "," 3,840 "," 47,702 ", 12.42 ,,,
12/8/14,Pink Cab,FL,MIAMI FL, 228 , 450 ," 7,032 ", 15.63 ,,,
12/8/14,Pink Cab,TN,NASHVILLE TN, 168 , 324 ," 3,781 ", 11.67 ,,,
12/8/14,Pink Cab,NY,NEW YORK NY," 1,809 "," 3,813 "," 64,069 ", 16.80 ,,,
12/8/14,Pink Cab,CA,ORANGE COUNTY, 177 , 339 ," 4,019 ", 11.86 ,,,
12/8/14,Pink Cab,AZ,PHOENIX AZ, 63 , 96 ," 1,053 ", 10.97 ,,,
12/8/14,Pink Cab,PA,PITTSBURGH PA, 57 , 126 ," 1,203 ", 9.55 ,,,
12/8/14,Pink Cab,CA,SACRAMENTO CA, 132 , 255 ," 3,098 ", 12.15 ,,,
12/8/14,Pink Cab,CA,SAN DIEGO CA, 999 ," 1,953 "," 26,919 ", 13.78 ,,,
12/8/14,Pink Cab,CA,SAN FRANCISCO CA," 3,159 "," 8,268 "," 105,731 ", 12.79 ,,,
12/8/14,Pink Cab,WA,SEATTLE WA, 258 , 504 ," 6,510 ", 12.92 ,,,
12/8/14,Pink Cab,CA,SILICON VALLEY, 381 , 783 ," 11,123 ", 14.21 ,,,
12/8/14,Pink Cab,Total US,Total US," 19,686 "," 41,796 "," 563,296 ", 13.48 ,,,
12/8/14,Pink Cab,AZ,TUCSON AZ, 75 , 120 ," 1,948 ", 16.23 ,,,
12/8/14,Pink Cab,DC,WASHINGTON DC, 480 , 924 ," 11,641 ", 12.60 ,,,
12/8/14,Yellow Cab,GA,ATLANTA GA, 562 ," 1,198 "," 20,993 ", 17.52 ,,,
12/8/14,Yellow Cab,TX,AUSTIN TX, 371 , 859 ," 12,512 ", 14.57 ,,,
12/8/14,Yellow Cab,MA,BOSTON MA," 1,778 "," 5,024 "," 71,074 ", 14.15 ,,,
12/8/14,Yellow Cab,IL,CHICAGO IL," 3,448 "," 8,713 "," 123,068 ", 14.12 ,,,
12/8/14,Yellow Cab,TX,DALLAS TX, 422 , 974 ," 16,236 ", 16.67 ,,,
12/8/14,Yellow Cab,CO,DENVER CO, 241 , 519 ," 8,166 ", 15.73 ,,,
12/8/14,Yellow Cab,CA,LOS ANGELES CA," 1,990 "," 4,880 "," 76,311 ", 15.64 ,,,
12/8/14,Yellow Cab,FL,MIAMI FL, 609 ," 1,472 "," 24,806 ", 16.85 ,,,
12/8/14,Yellow Cab,TN,NASHVILLE TN, 123 , 224 ," 3,385 ", 15.11 ,,,
12/8/14,Yellow Cab,NY,NEW YORK NY," 8,514 "," 20,623 "," 490,872 ", 23.80 ,,,
12/8/14,Yellow Cab,CA,ORANGE COUNTY, 257 , 495 ," 7,873 ", 15.90 ,,,
12/8/14,Yellow Cab,AZ,PHOENIX AZ, 118 , 226 ," 3,422 ", 15.14 ,,,
12/8/14,Yellow Cab,PA,PITTSBURGH PA, 50 , 107 ," 1,661 ", 15.52 ,,,
12/8/14,Yellow Cab,CA,SACRAMENTO CA, 73 , 158 ," 2,083 ", 13.19 ,,,
12/8/14,Yellow Cab,CA,SAN DIEGO CA, 859 ," 1,856 "," 27,826 ", 14.99 ,,,
12/8/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,325 "," 6,684 "," 103,269 ", 15.45 ,,,
12/8/14,Yellow Cab,WA,SEATTLE WA, 424 , 889 ," 13,880 ", 15.61 ,,,
12/8/14,Yellow Cab,CA,SILICON VALLEY, 426 , 910 ," 17,157 ", 18.85 ,,,
12/8/14,Yellow Cab,Total US,Total US," 42,054 "," 100,301 "," 1,757,925 ", 17.53 ,,,
12/8/14,Yellow Cab,AZ,TUCSON AZ, 93 , 178 ," 2,204 ", 12.38 ,,,
12/8/14,Yellow Cab,DC,WASHINGTON DC," 2,809 "," 7,474 "," 105,829 ", 14.16 ,,,
12/15/14,Pink Cab,GA,ATLANTA GA, 186 , 354 ," 5,590 ", 15.79 ,,,
12/15/14,Pink Cab,TX,AUSTIN TX, 276 , 438 ," 6,571 ", 15.00 ,,,
12/15/14,Pink Cab,MA,BOSTON MA, 603 ," 1,329 "," 18,958 ", 14.27 ,,,
12/15/14,Pink Cab,IL,CHICAGO IL, 975 ," 2,208 "," 27,226 ", 12.33 ,,,
12/15/14,Pink Cab,TX,DALLAS TX, 108 , 189 ," 2,275 ", 12.04 ,,,
12/15/14,Pink Cab,CO,DENVER CO, 150 , 339 ," 4,226 ", 12.46 ,,,
12/15/14,Pink Cab,CA,LOS ANGELES CA," 1,899 "," 3,966 "," 50,567 ", 12.75 ,,,
12/15/14,Pink Cab,FL,MIAMI FL, 183 , 429 ," 5,579 ", 13.01 ,,,
12/15/14,Pink Cab,TN,NASHVILLE TN, 204 , 336 ," 4,546 ", 13.53 ,,,
12/15/14,Pink Cab,NY,NEW YORK NY," 1,725 "," 3,462 "," 56,781 ", 16.40 ,,,
12/15/14,Pink Cab,CA,ORANGE COUNTY, 180 , 336 ," 4,113 ", 12.24 ,,,
12/15/14,Pink Cab,AZ,PHOENIX AZ, 54 , 105 ," 1,398 ", 13.32 ,,,
12/15/14,Pink Cab,PA,PITTSBURGH PA, 87 , 186 ," 1,940 ", 10.43 ,,,
12/15/14,Pink Cab,CA,SACRAMENTO CA, 135 , 243 ," 2,535 ", 10.43 ,,,
12/15/14,Pink Cab,CA,SAN DIEGO CA, 969 ," 1,932 "," 25,308 ", 13.10 ,,,
12/15/14,Pink Cab,CA,SAN FRANCISCO CA," 3,180 "," 8,067 "," 109,933 ", 13.63 ,,,
12/15/14,Pink Cab,WA,SEATTLE WA, 252 , 528 ," 6,759 ", 12.80 ,,,
12/15/14,Pink Cab,CA,SILICON VALLEY, 402 , 831 ," 11,683 ", 14.06 ,,,
12/15/14,Pink Cab,Total US,Total US," 19,815 "," 40,977 "," 562,142 ", 13.72 ,,,
12/15/14,Pink Cab,AZ,TUCSON AZ, 66 , 129 ," 1,577 ", 12.23 ,,,
12/15/14,Pink Cab,DC,WASHINGTON DC, 453 , 879 ," 11,285 ", 12.84 ,,,
12/15/14,Yellow Cab,GA,ATLANTA GA, 586 ," 1,214 "," 19,455 ", 16.03 ,,,
12/15/14,Yellow Cab,TX,AUSTIN TX, 386 , 825 ," 13,778 ", 16.70 ,,,
12/15/14,Yellow Cab,MA,BOSTON MA," 1,760 "," 4,757 "," 65,187 ", 13.70 ,,,
12/15/14,Yellow Cab,IL,CHICAGO IL," 3,575 "," 9,042 "," 130,249 ", 14.40 ,,,
12/15/14,Yellow Cab,TX,DALLAS TX, 506 ," 1,117 "," 20,924 ", 18.73 ,,,
12/15/14,Yellow Cab,CO,DENVER CO, 242 , 491 ," 8,887 ", 18.10 ,,,
12/15/14,Yellow Cab,CA,LOS ANGELES CA," 2,140 "," 5,318 "," 86,510 ", 16.27 ,,,
12/15/14,Yellow Cab,FL,MIAMI FL, 651 ," 1,449 "," 21,794 ", 15.04 ,,,
12/15/14,Yellow Cab,TN,NASHVILLE TN, 109 , 212 ," 3,195 ", 15.07 ,,,
12/15/14,Yellow Cab,NY,NEW YORK NY," 8,813 "," 20,547 "," 507,293 ", 24.69 ,,,
12/15/14,Yellow Cab,CA,ORANGE COUNTY, 294 , 554 ," 8,910 ", 16.08 ,,,
12/15/14,Yellow Cab,AZ,PHOENIX AZ, 121 , 231 ," 4,100 ", 17.75 ,,,
12/15/14,Yellow Cab,PA,PITTSBURGH PA, 70 , 136 ," 2,145 ", 15.77 ,,,
12/15/14,Yellow Cab,CA,SACRAMENTO CA, 96 , 198 ," 2,125 ", 10.73 ,,,
12/15/14,Yellow Cab,CA,SAN DIEGO CA, 944 ," 1,890 "," 28,210 ", 14.93 ,,,
12/15/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,539 "," 7,236 "," 117,834 ", 16.28 ,,,
12/15/14,Yellow Cab,WA,SEATTLE WA, 420 , 939 ," 14,221 ", 15.15 ,,,
12/15/14,Yellow Cab,CA,SILICON VALLEY, 472 ," 1,010 "," 22,498 ", 22.28 ,,,
12/15/14,Yellow Cab,Total US,Total US," 44,559 "," 103,295 "," 1,853,514 ", 17.94 ,,,
12/15/14,Yellow Cab,AZ,TUCSON AZ, 111 , 218 ," 3,385 ", 15.53 ,,,
12/15/14,Yellow Cab,DC,WASHINGTON DC," 3,048 "," 7,608 "," 111,827 ", 14.70 ,,,
12/22/14,Pink Cab,GA,ATLANTA GA, 156 , 279 ," 3,933 ", 14.10 ,,,
12/22/14,Pink Cab,TX,AUSTIN TX, 201 , 363 ," 4,990 ", 13.75 ,,,
12/22/14,Pink Cab,MA,BOSTON MA, 411 , 756 ," 10,367 ", 13.71 ,,,
12/22/14,Pink Cab,IL,CHICAGO IL, 804 ," 1,650 "," 20,721 ", 12.56 ,,,
12/22/14,Pink Cab,TX,DALLAS TX, 99 , 189 ," 2,032 ", 10.75 ,,,
12/22/14,Pink Cab,CO,DENVER CO, 144 , 219 ," 3,349 ", 15.29 ,,,
12/22/14,Pink Cab,CA,LOS ANGELES CA," 1,635 "," 3,429 "," 44,588 ", 13.00 ,,,
12/22/14,Pink Cab,FL,MIAMI FL, 189 , 363 ," 4,755 ", 13.10 ,,,
12/22/14,Pink Cab,TN,NASHVILLE TN, 132 , 240 ," 3,329 ", 13.87 ,,,
12/22/14,Pink Cab,NY,NEW YORK NY," 1,335 "," 2,484 "," 40,970 ", 16.49 ,,,
12/22/14,Pink Cab,CA,ORANGE COUNTY, 156 , 279 ," 3,420 ", 12.26 ,,,
12/22/14,Pink Cab,AZ,PHOENIX AZ, 78 , 123 ," 1,683 ", 13.68 ,,,
12/22/14,Pink Cab,PA,PITTSBURGH PA, 42 , 69 ," 1,157 ", 16.77 ,,,
12/22/14,Pink Cab,CA,SACRAMENTO CA, 120 , 219 ," 2,515 ", 11.48 ,,,
12/22/14,Pink Cab,CA,SAN DIEGO CA, 978 ," 1,797 "," 24,075 ", 13.40 ,,,
12/22/14,Pink Cab,CA,SAN FRANCISCO CA," 2,442 "," 5,481 "," 72,896 ", 13.30 ,,,
12/22/14,Pink Cab,WA,SEATTLE WA, 204 , 339 ," 4,454 ", 13.14 ,,,
12/22/14,Pink Cab,CA,SILICON VALLEY, 348 , 678 ," 10,058 ", 14.83 ,,,
12/22/14,Pink Cab,Total US,Total US," 15,765 "," 30,411 "," 420,713 ", 13.83 ,,,
12/22/14,Pink Cab,AZ,TUCSON AZ, 66 , 99 ," 1,580 ", 15.96 ,,,
12/22/14,Pink Cab,DC,WASHINGTON DC, 336 , 645 ," 9,414 ", 14.59 ,,,
12/22/14,Yellow Cab,GA,ATLANTA GA, 488 , 997 ," 16,233 ", 16.28 ,,,
12/22/14,Yellow Cab,TX,AUSTIN TX, 294 , 592 ," 9,752 ", 16.47 ,,,
12/22/14,Yellow Cab,MA,BOSTON MA," 1,453 "," 3,355 "," 46,570 ", 13.88 ,,,
12/22/14,Yellow Cab,IL,CHICAGO IL," 2,899 "," 6,548 "," 93,999 ", 14.36 ,,,
12/22/14,Yellow Cab,TX,DALLAS TX, 468 ," 1,011 "," 17,457 ", 17.27 ,,,
12/22/14,Yellow Cab,CO,DENVER CO, 200 , 377 ," 6,944 ", 18.42 ,,,
12/22/14,Yellow Cab,CA,LOS ANGELES CA," 2,042 "," 4,564 "," 79,062 ", 17.32 ,,,
12/22/14,Yellow Cab,FL,MIAMI FL, 627 ," 1,383 "," 21,912 ", 15.84 ,,,
12/22/14,Yellow Cab,TN,NASHVILLE TN, 93 , 170 ," 2,681 ", 15.77 ,,,
12/22/14,Yellow Cab,NY,NEW YORK NY," 7,890 "," 16,570 "," 395,400 ", 23.86 ,,,
12/22/14,Yellow Cab,CA,ORANGE COUNTY, 262 , 511 ," 8,256 ", 16.16 ,,,
12/22/14,Yellow Cab,AZ,PHOENIX AZ, 127 , 260 ," 4,260 ", 16.39 ,,,
12/22/14,Yellow Cab,PA,PITTSBURGH PA, 43 , 77 ," 1,373 ", 17.83 ,,,
12/22/14,Yellow Cab,CA,SACRAMENTO CA, 85 , 181 ," 2,552 ", 14.10 ,,,
12/22/14,Yellow Cab,CA,SAN DIEGO CA, 874 ," 1,778 "," 26,528 ", 14.92 ,,,
12/22/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,066 "," 5,279 "," 88,866 ", 16.83 ,,,
12/22/14,Yellow Cab,WA,SEATTLE WA, 401 , 735 ," 11,670 ", 15.88 ,,,
12/22/14,Yellow Cab,CA,SILICON VALLEY, 397 , 714 ," 14,584 ", 20.43 ,,,
12/22/14,Yellow Cab,Total US,Total US," 38,680 "," 82,152 "," 1,471,001 ", 17.91 ,,,
12/22/14,Yellow Cab,AZ,TUCSON AZ, 108 , 189 ," 2,700 ", 14.29 ,,,
12/22/14,Yellow Cab,DC,WASHINGTON DC," 2,438 "," 5,648 "," 82,996 ", 14.69 ,,,
12/29/14,Pink Cab,GA,ATLANTA GA, 180 , 324 ," 4,050 ", 12.50 ,,,
12/29/14,Pink Cab,TX,AUSTIN TX, 258 , 423 ," 6,665 ", 15.76 ,,,
12/29/14,Pink Cab,MA,BOSTON MA, 318 , 621 ," 8,350 ", 13.45 ,,,
12/29/14,Pink Cab,IL,CHICAGO IL, 735 ," 1,578 "," 19,669 ", 12.46 ,,,
12/29/14,Pink Cab,TX,DALLAS TX, 117 , 192 ," 2,548 ", 13.27 ,,,
12/29/14,Pink Cab,CO,DENVER CO, 171 , 363 ," 4,798 ", 13.22 ,,,
12/29/14,Pink Cab,CA,LOS ANGELES CA," 1,452 "," 3,228 "," 39,597 ", 12.27 ,,,
12/29/14,Pink Cab,FL,MIAMI FL, 183 , 363 ," 4,786 ", 13.19 ,,,
12/29/14,Pink Cab,TN,NASHVILLE TN, 147 , 270 ," 4,547 ", 16.84 ,,,
12/29/14,Pink Cab,NY,NEW YORK NY," 1,374 "," 2,568 "," 41,130 ", 16.02 ,,,
12/29/14,Pink Cab,CA,ORANGE COUNTY, 183 , 312 ," 4,952 ", 15.87 ,,,
12/29/14,Pink Cab,AZ,PHOENIX AZ, 81 , 141 ," 1,968 ", 13.95 ,,,
12/29/14,Pink Cab,PA,PITTSBURGH PA, 36 , 63 , 902 , 14.32 ,,,
12/29/14,Pink Cab,CA,SACRAMENTO CA, 180 , 312 ," 3,780 ", 12.11 ,,,
12/29/14,Pink Cab,CA,SAN DIEGO CA, 888 ," 1,755 "," 24,016 ", 13.68 ,,,
12/29/14,Pink Cab,CA,SAN FRANCISCO CA," 2,028 "," 4,704 "," 60,487 ", 12.86 ,,,
12/29/14,Pink Cab,WA,SEATTLE WA, 216 , 351 ," 5,269 ", 15.01 ,,,
12/29/14,Pink Cab,CA,SILICON VALLEY, 327 , 630 ," 10,073 ", 15.99 ,,,
12/29/14,Pink Cab,Total US,Total US," 16,335 "," 31,806 "," 445,852 ", 14.02 ,,,
12/29/14,Pink Cab,AZ,TUCSON AZ, 87 , 150 ," 1,784 ", 11.89 ,,,
12/29/14,Pink Cab,DC,WASHINGTON DC, 354 , 642 ," 8,150 ", 12.69 ,,,
12/29/14,Yellow Cab,GA,ATLANTA GA, 555 ," 1,233 "," 20,292 ", 16.46 ,,,
12/29/14,Yellow Cab,TX,AUSTIN TX, 368 , 746 ," 12,262 ", 16.44 ,,,
12/29/14,Yellow Cab,MA,BOSTON MA," 1,302 "," 3,184 "," 43,036 ", 13.52 ,,,
12/29/14,Yellow Cab,IL,CHICAGO IL," 2,772 "," 6,653 "," 86,146 ", 12.95 ,,,
12/29/14,Yellow Cab,TX,DALLAS TX, 496 ," 1,116 "," 20,055 ", 17.97 ,,,
12/29/14,Yellow Cab,CO,DENVER CO, 240 , 524 ," 8,085 ", 15.43 ,,,
12/29/14,Yellow Cab,CA,LOS ANGELES CA," 1,842 "," 4,241 "," 68,750 ", 16.21 ,,,
12/29/14,Yellow Cab,FL,MIAMI FL, 557 ," 1,322 "," 23,644 ", 17.89 ,,,
12/29/14,Yellow Cab,TN,NASHVILLE TN, 107 , 228 ," 3,585 ", 15.72 ,,,
12/29/14,Yellow Cab,NY,NEW YORK NY," 7,284 "," 15,525 "," 318,428 ", 20.51 ,,,
12/29/14,Yellow Cab,CA,ORANGE COUNTY, 305 , 592 ," 9,156 ", 15.47 ,,,
12/29/14,Yellow Cab,AZ,PHOENIX AZ, 142 , 282 ," 4,790 ", 16.98 ,,,
12/29/14,Yellow Cab,PA,PITTSBURGH PA, 57 , 112 ," 2,061 ", 18.40 ,,,
12/29/14,Yellow Cab,CA,SACRAMENTO CA, 101 , 218 ," 2,983 ", 13.68 ,,,
12/29/14,Yellow Cab,CA,SAN DIEGO CA, 914 ," 1,902 "," 28,526 ", 15.00 ,,,
12/29/14,Yellow Cab,CA,SAN FRANCISCO CA," 1,784 "," 4,657 "," 66,431 ", 14.26 ,,,
12/29/14,Yellow Cab,WA,SEATTLE WA, 367 , 761 ," 11,583 ", 15.22 ,,,
12/29/14,Yellow Cab,CA,SILICON VALLEY, 384 , 766 ," 15,215 ", 19.86 ,,,
12/29/14,Yellow Cab,Total US,Total US," 39,179 "," 85,284 "," 1,443,352 ", 16.92 ,,,
12/29/14,Yellow Cab,AZ,TUCSON AZ, 99 , 186 ," 3,198 ", 17.19 ,,,
12/29/14,Yellow Cab,DC,WASHINGTON DC," 2,243 "," 5,210 "," 76,690 ", 14.72 ,,,
,,,,,,,,,,
