Week Starting,Company,State,City,Users,Transactions,Dollars,ASP,,,
9/1/14,Pink Cab,FL,MIAMI FL, 159 , 369 ," 5,346 ", 14.49 ,,,
9/1/14,Pink Cab,TN,NASHVILLE TN, 153 , 285 ," 3,267 ", 11.46 ,,,
9/1/14,Pink Cab,NY,NEW YORK NY," 1,749 "," 3,384 "," 41,067 ", 12.14 ,,,
9/1/14,Pink Cab,CA,ORANGE COUNTY, 189 , 384 ," 4,536 ", 11.81 ,,,
9/1/14,Pink Cab,AZ,PHOENIX AZ, 78 , 180 ," 1,950 ", 10.83 ,,,
9/1/14,Pink Cab,PA,PITTSBURGH PA, 51 , 81 , 888 , 10.96 ,,,
9/1/14,Pink Cab,CA,SACRAMENTO CA, 99 , 177 ," 2,112 ", 11.93 ,,,
9/1/14,Pink Cab,CA,SAN DIEGO CA," 1,002 "," 2,088 "," 24,339 ", 11.66 ,,,
9/1/14,Pink Cab,CA,SAN FRANCISCO CA," 1,992 "," 4,839 "," 53,067 ", 10.97 ,,,
9/1/14,Pink Cab,WA,SEATTLE WA, 186 , 474 ," 4,866 ", 10.27 ,,,
9/1/14,Pink Cab,CA,SILICON VALLEY, 357 , 606 ," 7,530 ", 12.43 ,,,
9/1/14,Pink Cab,Total US,Total US," 15,528 "," 30,975 "," 370,311 ", 11.96 ,,,
9/1/14,Pink Cab,AZ,TUCSON AZ, 90 , 159 ," 2,121 ", 13.34 ,,,
9/1/14,Pink Cab,DC,WASHINGTON DC, 282 , 519 ," 6,498 ", 12.52 ,,,
9/1/14,Yellow Cab,GA,ATLANTA GA, 429 , 959 ," 15,759 ", 16.43 ,,,
9/1/14,Yellow Cab,TX,AUSTIN TX, 247 , 531 ," 9,655 ", 18.18 ,,,
9/1/14,Yellow Cab,MA,BOSTON MA," 1,334 "," 3,409 "," 50,270 ", 14.75 ,,,
9/1/14,Yellow Cab,IL,CHICAGO IL," 2,840 "," 6,795 "," 94,380 ", 13.89 ,,,
9/1/14,Yellow Cab,TX,DALLAS TX, 394 , 816 ," 16,607 ", 20.35 ,,,
9/1/14,Yellow Cab,CO,DENVER CO, 181 , 370 ," 6,563 ", 17.74 ,,,
9/1/14,Yellow Cab,CA,LOS ANGELES CA," 1,818 "," 4,694 "," 74,775 ", 15.93 ,,,
9/1/14,Yellow Cab,FL,MIAMI FL, 316 , 790 ," 14,108 ", 17.86 ,,,
9/1/14,Yellow Cab,TN,NASHVILLE TN, 86 , 190 ," 2,916 ", 15.34 ,,,
9/1/14,Yellow Cab,NY,NEW YORK NY," 5,841 "," 12,680 "," 299,317 ", 23.61 ,,,
9/1/14,Yellow Cab,CA,ORANGE COUNTY, 194 , 410 ," 7,105 ", 17.33 ,,,
9/1/14,Yellow Cab,AZ,PHOENIX AZ, 107 , 186 ," 3,010 ", 16.18 ,,,
9/1/14,Yellow Cab,PA,PITTSBURGH PA, 38 , 66 ," 1,175 ", 17.81 ,,,
9/1/14,Yellow Cab,CA,SACRAMENTO CA, 63 , 157 ," 2,293 ", 14.60 ,,,
9/1/14,Yellow Cab,CA,SAN DIEGO CA, 806 ," 1,712 "," 27,777 ", 16.22 ,,,
9/1/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,160 "," 5,819 "," 88,165 ", 15.15 ,,,
9/1/14,Yellow Cab,WA,SEATTLE WA, 331 , 727 ," 12,114 ", 16.66 ,,,
9/1/14,Yellow Cab,CA,SILICON VALLEY, 345 , 765 ," 15,024 ", 19.64 ,,,
9/1/14,Yellow Cab,Total US,Total US," 32,086 "," 73,083 "," 1,275,208 ", 17.45 ,,,
9/1/14,Yellow Cab,AZ,TUCSON AZ, 77 , 156 ," 2,037 ", 13.06 ,,,
9/1/14,Yellow Cab,DC,WASHINGTON DC," 2,368 "," 5,778 "," 84,200 ", 14.57 ,,,
9/8/14,Pink Cab,GA,ATLANTA GA, 165 , 252 ," 3,168 ", 12.57 ,,,
9/8/14,Pink Cab,TX,AUSTIN TX, 186 , 354 ," 4,023 ", 11.36 ,,,
9/8/14,Pink Cab,MA,BOSTON MA, 372 , 759 ," 9,018 ", 11.88 ,,,
9/8/14,Pink Cab,IL,CHICAGO IL, 636 ," 1,347 "," 15,294 ", 11.35 ,,,
9/8/14,Pink Cab,TX,DALLAS TX, 111 , 192 ," 2,211 ", 11.52 ,,,
9/8/14,Pink Cab,CO,DENVER CO, 108 , 195 ," 1,746 ", 8.95 ,,,
9/8/14,Pink Cab,CA,LOS ANGELES CA," 1,452 "," 3,204 "," 40,872 ", 12.76 ,,,
9/8/14,Pink Cab,FL,MIAMI FL, 165 , 372 ," 5,148 ", 13.84 ,,,
9/8/14,Pink Cab,TN,NASHVILLE TN, 168 , 321 ," 4,236 ", 13.20 ,,,
9/8/14,Pink Cab,NY,NEW YORK NY," 1,737 "," 3,183 "," 40,764 ", 12.81 ,,,
9/8/14,Pink Cab,CA,ORANGE COUNTY, 162 , 279 ," 3,393 ", 12.16 ,,,
9/8/14,Pink Cab,AZ,PHOENIX AZ, 63 , 108 ," 1,215 ", 11.25 ,,,
9/8/14,Pink Cab,PA,PITTSBURGH PA, 57 , 90 , 864 , 9.60 ,,,
9/8/14,Pink Cab,CA,SACRAMENTO CA, 105 , 153 ," 1,809 ", 11.82 ,,,
9/8/14,Pink Cab,CA,SAN DIEGO CA, 846 ," 1,767 "," 19,767 ", 11.19 ,,,
9/8/14,Pink Cab,CA,SAN FRANCISCO CA," 2,175 "," 5,259 "," 58,800 ", 11.18 ,,,
9/8/14,Pink Cab,WA,SEATTLE WA, 186 , 351 ," 3,723 ", 10.61 ,,,
9/8/14,Pink Cab,CA,SILICON VALLEY, 291 , 615 ," 8,517 ", 13.85 ,,,
9/8/14,Pink Cab,Total US,Total US," 15,099 "," 30,555 "," 370,190 ", 12.12 ,,,
9/8/14,Pink Cab,AZ,TUCSON AZ, 93 , 171 ," 2,136 ", 12.49 ,,,
9/8/14,Pink Cab,DC,WASHINGTON DC, 285 , 510 ," 5,955 ", 11.68 ,,,
9/8/14,Yellow Cab,GA,ATLANTA GA, 397 , 826 ," 13,552 ", 16.41 ,,,
9/8/14,Yellow Cab,TX,AUSTIN TX, 229 , 483 ," 8,058 ", 16.68 ,,,
9/8/14,Yellow Cab,MA,BOSTON MA," 1,347 "," 3,424 "," 50,695 ", 14.81 ,,,
9/8/14,Yellow Cab,IL,CHICAGO IL," 2,750 "," 6,539 "," 96,200 ", 14.71 ,,,
9/8/14,Yellow Cab,TX,DALLAS TX, 344 , 756 ," 15,815 ", 20.92 ,,,
9/8/14,Yellow Cab,CO,DENVER CO, 178 , 362 ," 6,892 ", 19.04 ,,,
9/8/14,Yellow Cab,CA,LOS ANGELES CA," 1,811 "," 4,641 "," 70,321 ", 15.15 ,,,
9/8/14,Yellow Cab,FL,MIAMI FL, 300 , 664 ," 12,241 ", 18.44 ,,,
9/8/14,Yellow Cab,TN,NASHVILLE TN, 88 , 162 ," 3,079 ", 19.01 ,,,
9/8/14,Yellow Cab,NY,NEW YORK NY," 5,930 "," 13,586 "," 322,451 ", 23.73 ,,,
9/8/14,Yellow Cab,CA,ORANGE COUNTY, 190 , 386 ," 6,928 ", 17.95 ,,,
9/8/14,Yellow Cab,AZ,PHOENIX AZ, 80 , 150 ," 2,022 ", 13.48 ,,,
9/8/14,Yellow Cab,PA,PITTSBURGH PA, 36 , 71 , 997 , 14.04 ,,,
9/8/14,Yellow Cab,CA,SACRAMENTO CA, 59 , 119 ," 1,497 ", 12.58 ,,,
9/8/14,Yellow Cab,CA,SAN DIEGO CA, 694 ," 1,395 "," 22,861 ", 16.39 ,,,
9/8/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,274 "," 6,508 "," 98,392 ", 15.12 ,,,
9/8/14,Yellow Cab,WA,SEATTLE WA, 354 , 761 ," 11,429 ", 15.02 ,,,
9/8/14,Yellow Cab,CA,SILICON VALLEY, 352 , 800 ," 15,194 ", 18.99 ,,,
9/8/14,Yellow Cab,Total US,Total US," 31,260 "," 71,805 "," 1,273,207 ", 17.73 ,,,
9/8/14,Yellow Cab,AZ,TUCSON AZ, 83 , 180 ," 2,756 ", 15.31 ,,,
9/8/14,Yellow Cab,DC,WASHINGTON DC," 2,312 "," 5,614 "," 86,446 ", 15.40 ,,,
9/15/14,Pink Cab,GA,ATLANTA GA, 168 , 312 ," 3,666 ", 11.75 ,,,
9/15/14,Pink Cab,TX,AUSTIN TX, 234 , 390 ," 4,563 ", 11.70 ,,,
9/15/14,Pink Cab,MA,BOSTON MA, 369 , 747 ," 9,921 ", 13.28 ,,,
9/15/14,Pink Cab,IL,CHICAGO IL, 648 ," 1,269 "," 15,222 ", 12.00 ,,,
9/15/14,Pink Cab,TX,DALLAS TX, 123 , 219 ," 2,199 ", 10.04 ,,,
9/15/14,Pink Cab,CO,DENVER CO, 123 , 234 ," 2,442 ", 10.44 ,,,
9/15/14,Pink Cab,CA,LOS ANGELES CA," 1,509 "," 3,222 "," 37,851 ", 11.75 ,,,
9/15/14,Pink Cab,FL,MIAMI FL, 162 , 465 ," 14,493 ", 31.17 ,,,
9/15/14,Pink Cab,TN,NASHVILLE TN, 129 , 282 ," 3,468 ", 12.30 ,,,
9/15/14,Pink Cab,NY,NEW YORK NY," 1,614 "," 2,829 "," 40,113 ", 14.18 ,,,
9/15/14,Pink Cab,CA,ORANGE COUNTY, 165 , 294 ," 3,996 ", 13.59 ,,,
9/15/14,Pink Cab,AZ,PHOENIX AZ, 66 , 153 ," 1,803 ", 11.78 ,,,
9/15/14,Pink Cab,PA,PITTSBURGH PA, 60 , 120 ," 1,089 ", 9.08 ,,,
9/15/14,Pink Cab,CA,SACRAMENTO CA, 120 , 276 ," 2,973 ", 10.77 ,,,
9/15/14,Pink Cab,CA,SAN DIEGO CA," 1,020 "," 2,028 "," 23,922 ", 11.80 ,,,
9/15/14,Pink Cab,CA,SAN FRANCISCO CA," 2,211 "," 5,229 "," 60,129 ", 11.50 ,,,
9/15/14,Pink Cab,WA,SEATTLE WA, 240 , 537 ," 5,772 ", 10.75 ,,,
9/15/14,Pink Cab,CA,SILICON VALLEY, 285 , 579 ," 7,785 ", 13.45 ,,,
9/15/14,Pink Cab,Total US,Total US," 15,972 "," 31,923 "," 405,087 ", 12.69 ,,,
9/15/14,Pink Cab,AZ,TUCSON AZ, 99 , 168 ," 1,764 ", 10.50 ,,,
9/15/14,Pink Cab,DC,WASHINGTON DC, 309 , 492 ," 6,021 ", 12.24 ,,,
9/15/14,Yellow Cab,GA,ATLANTA GA, 457 , 953 ," 16,615 ", 17.43 ,,,
9/15/14,Yellow Cab,TX,AUSTIN TX, 243 , 543 ," 9,395 ", 17.30 ,,,
9/15/14,Yellow Cab,MA,BOSTON MA," 1,386 "," 3,566 "," 52,824 ", 14.81 ,,,
9/15/14,Yellow Cab,IL,CHICAGO IL," 2,884 "," 6,798 "," 99,955 ", 14.70 ,,,
9/15/14,Yellow Cab,TX,DALLAS TX, 401 , 849 ," 16,032 ", 18.88 ,,,
9/15/14,Yellow Cab,CO,DENVER CO, 184 , 363 ," 6,968 ", 19.19 ,,,
9/15/14,Yellow Cab,CA,LOS ANGELES CA," 1,811 "," 4,558 "," 72,764 ", 15.96 ,,,
9/15/14,Yellow Cab,FL,MIAMI FL, 335 , 752 ," 14,336 ", 19.06 ,,,
9/15/14,Yellow Cab,TN,NASHVILLE TN, 83 , 170 ," 2,453 ", 14.43 ,,,
9/15/14,Yellow Cab,NY,NEW YORK NY," 6,205 "," 14,045 "," 337,259 ", 24.01 ,,,
9/15/14,Yellow Cab,CA,ORANGE COUNTY, 203 , 417 ," 6,617 ", 15.87 ,,,
9/15/14,Yellow Cab,AZ,PHOENIX AZ, 103 , 205 ," 3,660 ", 17.85 ,,,
9/15/14,Yellow Cab,PA,PITTSBURGH PA, 51 , 107 ," 1,738 ", 16.24 ,,,
9/15/14,Yellow Cab,CA,SACRAMENTO CA, 67 , 157 ," 2,290 ", 14.58 ,,,
9/15/14,Yellow Cab,CA,SAN DIEGO CA, 733 ," 1,569 "," 25,863 ", 16.48 ,,,
9/15/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,302 "," 6,639 "," 104,863 ", 15.80 ,,,
9/15/14,Yellow Cab,WA,SEATTLE WA, 370 , 764 ," 12,722 ", 16.65 ,,,
9/15/14,Yellow Cab,CA,SILICON VALLEY, 390 , 828 ," 17,308 ", 20.90 ,,,
9/15/14,Yellow Cab,Total US,Total US," 33,072 "," 75,487 "," 1,375,015 ", 18.22 ,,,
9/15/14,Yellow Cab,AZ,TUCSON AZ, 72 , 142 ," 2,186 ", 15.39 ,,,
9/15/14,Yellow Cab,DC,WASHINGTON DC," 2,410 "," 5,595 "," 88,692 ", 15.85 ,,,
9/22/14,Pink Cab,GA,ATLANTA GA, 165 , 294 ," 3,384 ", 11.51 ,,,
9/22/14,Pink Cab,TX,AUSTIN TX, 171 , 402 ," 5,505 ", 13.69 ,,,
9/22/14,Pink Cab,MA,BOSTON MA, 372 , 708 ," 8,361 ", 11.81 ,,,
9/22/14,Pink Cab,IL,CHICAGO IL, 633 ," 1,257 "," 13,047 ", 10.38 ,,,
9/22/14,Pink Cab,TX,DALLAS TX, 108 , 174 ," 1,965 ", 11.29 ,,,
9/22/14,Pink Cab,CO,DENVER CO, 141 , 240 ," 3,174 ", 13.23 ,,,
9/22/14,Pink Cab,CA,LOS ANGELES CA," 1,617 "," 3,564 "," 43,563 ", 12.22 ,,,
9/22/14,Pink Cab,FL,MIAMI FL, 180 , 339 ," 4,770 ", 14.07 ,,,
9/22/14,Pink Cab,TN,NASHVILLE TN, 138 , 258 ," 2,814 ", 10.91 ,,,
9/22/14,Pink Cab,NY,NEW YORK NY," 1,782 "," 3,168 "," 42,891 ", 13.54 ,,,
9/22/14,Pink Cab,CA,ORANGE COUNTY, 168 , 270 ," 3,099 ", 11.48 ,,,
9/22/14,Pink Cab,AZ,PHOENIX AZ, 57 , 78 ," 1,200 ", 15.38 ,,,
9/22/14,Pink Cab,PA,PITTSBURGH PA, 51 , 96 , 999 , 10.41 ,,,
9/22/14,Pink Cab,CA,SACRAMENTO CA, 132 , 303 ," 2,940 ", 9.70 ,,,
9/22/14,Pink Cab,CA,SAN DIEGO CA," 1,077 "," 2,124 "," 25,467 ", 11.99 ,,,
9/22/14,Pink Cab,CA,SAN FRANCISCO CA," 2,286 "," 5,442 "," 61,737 ", 11.34 ,,,
9/22/14,Pink Cab,WA,SEATTLE WA, 261 , 465 ," 5,199 ", 11.18 ,,,
9/22/14,Pink Cab,CA,SILICON VALLEY, 336 , 699 ," 9,477 ", 13.56 ,,,
9/22/14,Pink Cab,Total US,Total US," 16,620 "," 33,072 "," 409,713 ", 12.39 ,,,
9/22/14,Pink Cab,AZ,TUCSON AZ, 87 , 129 ," 1,755 ", 13.60 ,,,
9/22/14,Pink Cab,DC,WASHINGTON DC, 339 , 594 ," 7,101 ", 11.95 ,,,
9/22/14,Yellow Cab,GA,ATLANTA GA, 472 , 982 ," 17,563 ", 17.88 ,,,
9/22/14,Yellow Cab,TX,AUSTIN TX, 257 , 502 ," 8,116 ", 16.17 ,,,
9/22/14,Yellow Cab,MA,BOSTON MA," 1,392 "," 3,448 "," 52,219 ", 15.14 ,,,
9/22/14,Yellow Cab,IL,CHICAGO IL," 2,894 "," 6,993 "," 98,570 ", 14.10 ,,,
9/22/14,Yellow Cab,TX,DALLAS TX, 427 , 864 ," 16,997 ", 19.67 ,,,
9/22/14,Yellow Cab,CO,DENVER CO, 202 , 430 ," 7,797 ", 18.13 ,,,
9/22/14,Yellow Cab,CA,LOS ANGELES CA," 1,864 "," 4,540 "," 73,946 ", 16.29 ,,,
9/22/14,Yellow Cab,FL,MIAMI FL, 336 , 801 ," 14,531 ", 18.14 ,,,
9/22/14,Yellow Cab,TN,NASHVILLE TN, 74 , 149 ," 2,571 ", 17.26 ,,,
9/22/14,Yellow Cab,NY,NEW YORK NY," 6,264 "," 14,102 "," 335,199 ", 23.77 ,,,
9/22/14,Yellow Cab,CA,ORANGE COUNTY, 199 , 470 ," 8,312 ", 17.69 ,,,
9/22/14,Yellow Cab,AZ,PHOENIX AZ, 100 , 190 ," 3,486 ", 18.35 ,,,
9/22/14,Yellow Cab,PA,PITTSBURGH PA, 46 , 76 ," 1,270 ", 16.71 ,,,
9/22/14,Yellow Cab,CA,SACRAMENTO CA, 61 , 160 ," 2,496 ", 15.60 ,,,
9/22/14,Yellow Cab,CA,SAN DIEGO CA, 782 ," 1,698 "," 26,933 ", 15.86 ,,,
9/22/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,402 "," 6,842 "," 107,457 ", 15.71 ,,,
9/22/14,Yellow Cab,WA,SEATTLE WA, 346 , 722 ," 11,805 ", 16.35 ,,,
9/22/14,Yellow Cab,CA,SILICON VALLEY, 377 , 872 ," 17,153 ", 19.67 ,,,
9/22/14,Yellow Cab,Total US,Total US," 33,821 "," 77,176 "," 1,385,940 ", 17.96 ,,,
9/22/14,Yellow Cab,AZ,TUCSON AZ, 84 , 201 ," 3,760 ", 18.70 ,,,
9/22/14,Yellow Cab,DC,WASHINGTON DC," 2,449 "," 5,914 "," 91,689 ", 15.50 ,,,
9/29/14,Pink Cab,GA,ATLANTA GA, 159 , 276 ," 3,990 ", 14.46 ,,,
9/29/14,Pink Cab,TX,AUSTIN TX, 195 , 342 ," 5,082 ", 14.86 ,,,
9/29/14,Pink Cab,MA,BOSTON MA, 378 , 678 ," 8,874 ", 13.09 ,,,
9/29/14,Pink Cab,IL,CHICAGO IL, 768 ," 1,659 "," 17,598 ", 10.61 ,,,
9/29/14,Pink Cab,TX,DALLAS TX, 138 , 237 ," 2,694 ", 11.37 ,,,
9/29/14,Pink Cab,CO,DENVER CO, 117 , 255 ," 2,589 ", 10.15 ,,,
9/29/14,Pink Cab,CA,LOS ANGELES CA," 1,521 "," 3,219 "," 37,398 ", 11.62 ,,,
9/29/14,Pink Cab,FL,MIAMI FL, 171 , 471 ," 9,000 ", 19.11 ,,,
9/29/14,Pink Cab,TN,NASHVILLE TN, 126 , 252 ," 2,790 ", 11.07 ,,,
9/29/14,Pink Cab,NY,NEW YORK NY," 1,920 "," 3,399 "," 48,789 ", 14.35 ,,,
9/29/14,Pink Cab,CA,ORANGE COUNTY, 186 , 312 ," 3,699 ", 11.86 ,,,
9/29/14,Pink Cab,AZ,PHOENIX AZ, 66 , 144 ," 1,464 ", 10.17 ,,,
9/29/14,Pink Cab,PA,PITTSBURGH PA, 63 , 102 , 915 , 8.97 ,,,
9/29/14,Pink Cab,CA,SACRAMENTO CA, 126 , 252 ," 2,220 ", 8.81 ,,,
9/29/14,Pink Cab,CA,SAN DIEGO CA," 1,032 "," 1,899 "," 22,659 ", 11.93 ,,,
9/29/14,Pink Cab,CA,SAN FRANCISCO CA," 2,271 "," 5,250 "," 60,732 ", 11.57 ,,,
9/29/14,Pink Cab,WA,SEATTLE WA, 204 , 441 ," 5,196 ", 11.78 ,,,
9/29/14,Pink Cab,CA,SILICON VALLEY, 357 , 699 ," 10,500 ", 15.02 ,,,
9/29/14,Pink Cab,Total US,Total US," 16,473 "," 32,613 "," 408,969 ", 12.54 ,,,
9/29/14,Pink Cab,AZ,TUCSON AZ, 87 , 117 ," 2,013 ", 17.21 ,,,
9/29/14,Pink Cab,DC,WASHINGTON DC, 318 , 582 ," 7,203 ", 12.38 ,,,
9/29/14,Yellow Cab,GA,ATLANTA GA, 455 , 943 ," 15,414 ", 16.35 ,,,
9/29/14,Yellow Cab,TX,AUSTIN TX, 270 , 569 ," 10,362 ", 18.21 ,,,
9/29/14,Yellow Cab,MA,BOSTON MA," 1,483 "," 3,719 "," 54,535 ", 14.66 ,,,
9/29/14,Yellow Cab,IL,CHICAGO IL," 2,903 "," 6,933 "," 97,570 ", 14.07 ,,,
9/29/14,Yellow Cab,TX,DALLAS TX, 384 , 851 ," 15,317 ", 18.00 ,,,
9/29/14,Yellow Cab,CO,DENVER CO, 200 , 408 ," 7,173 ", 17.58 ,,,
9/29/14,Yellow Cab,CA,LOS ANGELES CA," 1,773 "," 4,209 "," 63,731 ", 15.14 ,,,
9/29/14,Yellow Cab,FL,MIAMI FL, 351 , 808 ," 15,079 ", 18.66 ,,,
9/29/14,Yellow Cab,TN,NASHVILLE TN, 88 , 178 ," 2,668 ", 14.99 ,,,
9/29/14,Yellow Cab,NY,NEW YORK NY," 6,418 "," 14,582 "," 334,384 ", 22.93 ,,,
9/29/14,Yellow Cab,CA,ORANGE COUNTY, 203 , 418 ," 5,940 ", 14.21 ,,,
9/29/14,Yellow Cab,AZ,PHOENIX AZ, 89 , 173 ," 2,657 ", 15.36 ,,,
9/29/14,Yellow Cab,PA,PITTSBURGH PA, 48 , 81 ," 1,255 ", 15.49 ,,,
9/29/14,Yellow Cab,CA,SACRAMENTO CA, 68 , 157 ," 2,131 ", 13.57 ,,,
9/29/14,Yellow Cab,CA,SAN DIEGO CA, 749 ," 1,635 "," 26,363 ", 16.12 ,,,
9/29/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,344 "," 6,578 "," 103,576 ", 15.75 ,,,
9/29/14,Yellow Cab,WA,SEATTLE WA, 372 , 801 ," 12,257 ", 15.30 ,,,
9/29/14,Yellow Cab,CA,SILICON VALLEY, 388 , 876 ," 16,693 ", 19.06 ,,,
9/29/14,Yellow Cab,Total US,Total US," 33,780 "," 77,534 "," 1,368,766 ", 17.65 ,,,
9/29/14,Yellow Cab,AZ,TUCSON AZ, 82 , 175 ," 2,963 ", 16.93 ,,,
9/29/14,Yellow Cab,DC,WASHINGTON DC," 2,424 "," 5,955 "," 91,653 ", 15.39 ,,,
10/6/14,Pink Cab,GA,ATLANTA GA, 156 , 258 ," 3,414 ", 13.23 ,,,
10/6/14,Pink Cab,TX,AUSTIN TX, 231 , 405 ," 6,429 ", 15.87 ,,,
10/6/14,Pink Cab,MA,BOSTON MA, 474 , 882 ," 11,904 ", 13.50 ,,,
10/6/14,Pink Cab,IL,CHICAGO IL, 786 ," 1,800 "," 21,234 ", 11.80 ,,,
10/6/14,Pink Cab,TX,DALLAS TX, 144 , 267 ," 3,723 ", 13.94 ,,,
10/6/14,Pink Cab,CO,DENVER CO, 135 , 267 ," 2,730 ", 10.22 ,,,
10/6/14,Pink Cab,CA,LOS ANGELES CA," 1,491 "," 3,180 "," 37,686 ", 11.85 ,,,
10/6/14,Pink Cab,FL,MIAMI FL, 204 , 459 ," 5,340 ", 11.63 ,,,
10/6/14,Pink Cab,TN,NASHVILLE TN, 168 , 324 ," 3,807 ", 11.75 ,,,
10/6/14,Pink Cab,NY,NEW YORK NY," 1,920 "," 3,333 "," 52,542 ", 15.76 ,,,
10/6/14,Pink Cab,CA,ORANGE COUNTY, 183 , 285 ," 3,696 ", 12.97 ,,,
10/6/14,Pink Cab,AZ,PHOENIX AZ, 78 , 177 ," 1,782 ", 10.07 ,,,
10/6/14,Pink Cab,PA,PITTSBURGH PA, 63 , 99 ," 1,272 ", 12.85 ,,,
10/6/14,Pink Cab,CA,SACRAMENTO CA, 120 , 207 ," 2,175 ", 10.51 ,,,
10/6/14,Pink Cab,CA,SAN DIEGO CA, 939 ," 1,845 "," 22,191 ", 12.03 ,,,
10/6/14,Pink Cab,CA,SAN FRANCISCO CA," 2,448 "," 5,637 "," 72,372 ", 12.84 ,,,
10/6/14,Pink Cab,WA,SEATTLE WA, 144 , 324 ," 4,557 ", 14.06 ,,,
10/6/14,Pink Cab,CA,SILICON VALLEY, 369 , 783 ," 11,073 ", 14.14 ,,,
10/6/14,Pink Cab,Total US,Total US," 17,211 "," 34,269 "," 447,876 ", 13.07 ,,,
10/6/14,Pink Cab,AZ,TUCSON AZ, 108 , 189 ," 2,502 ", 13.24 ,,,
10/6/14,Pink Cab,DC,WASHINGTON DC, 357 , 639 ," 8,118 ", 12.70 ,,,
10/6/14,Yellow Cab,GA,ATLANTA GA, 431 , 948 ," 15,803 ", 16.67 ,,,
10/6/14,Yellow Cab,TX,AUSTIN TX, 302 , 669 ," 12,290 ", 18.37 ,,,
10/6/14,Yellow Cab,MA,BOSTON MA," 1,489 "," 3,835 "," 55,946 ", 14.59 ,,,
10/6/14,Yellow Cab,IL,CHICAGO IL," 2,970 "," 7,254 "," 102,997 ", 14.20 ,,,
10/6/14,Yellow Cab,TX,DALLAS TX, 411 , 934 ," 19,606 ", 20.99 ,,,
10/6/14,Yellow Cab,CO,DENVER CO, 203 , 417 ," 7,864 ", 18.86 ,,,
10/6/14,Yellow Cab,CA,LOS ANGELES CA," 1,793 "," 4,416 "," 70,145 ", 15.88 ,,,
10/6/14,Yellow Cab,FL,MIAMI FL, 412 , 923 ," 16,356 ", 17.72 ,,,
10/6/14,Yellow Cab,TN,NASHVILLE TN, 116 , 248 ," 3,611 ", 14.56 ,,,
10/6/14,Yellow Cab,NY,NEW YORK NY," 6,481 "," 14,885 "," 342,523 ", 23.01 ,,,
10/6/14,Yellow Cab,CA,ORANGE COUNTY, 210 , 444 ," 7,865 ", 17.72 ,,,
10/6/14,Yellow Cab,AZ,PHOENIX AZ, 99 , 186 ," 3,131 ", 16.83 ,,,
10/6/14,Yellow Cab,PA,PITTSBURGH PA, 35 , 76 ," 1,471 ", 19.36 ,,,
10/6/14,Yellow Cab,CA,SACRAMENTO CA, 64 , 149 ," 2,209 ", 14.82 ,,,
10/6/14,Yellow Cab,CA,SAN DIEGO CA, 751 ," 1,642 "," 25,760 ", 15.69 ,,,
10/6/14,Yellow Cab,CA,SAN FRANCISCO CA," 2,305 "," 6,438 "," 108,557 ", 16.86 ,,,
10/6/14,Yellow Cab,WA,SEATTLE WA, 352 , 815 ," 12,341 ", 15.14 ,,,
10/6/14,Yellow Cab,CA,SILICON VALLEY, 396 , 897 ," 17,350 ", 19.34 ,,,
10/6/14,Yellow Cab,Total US,Total US," 34,663 "," 80,330 "," 1,422,981 ", 17.71 ,,,
10/6/14,Yellow Cab,AZ,TUCSON AZ, 84 , 232 ," 3,195 ", 13.77 ,,,
10/6/14,Yellow Cab,DC,WASHINGTON DC," 2,501 "," 6,200 "," 93,566 ", 15.09 ,,,
10/13/14,Pink Cab,GA,ATLANTA GA, 192 , 366 ," 4,950 ", 13.52 ,,,
10/13/14,Pink Cab,TX,AUSTIN TX, 210 , 351 ," 5,343 ", 15.22 ,,,
10/13/14,Pink Cab,MA,BOSTON MA, 468 ," 1,005 "," 12,327 ", 12.27 ,,,
10/13/14,Pink Cab,IL,CHICAGO IL, 864 ," 2,022 "," 22,410 ", 11.08 ,,,
10/13/14,Pink Cab,TX,DALLAS TX, 108 , 282 ," 3,648 ", 12.94 ,,,
10/13/14,Pink Cab,CO,DENVER CO, 123 , 249 ," 2,673 ", 10.73 ,,,
10/13/14,Pink Cab,CA,LOS ANGELES CA," 1,491 "," 3,336 "," 39,567 ", 11.86 ,,,
10/13/14,Pink Cab,FL,MIAMI FL, 174 , 393 ," 5,028 ", 12.79 ,,,
10/13/14,Pink Cab,TN,NASHVILLE TN, 189 , 429 ," 4,515 ", 10.52 ,,,
10/13/14,Pink Cab,NY,NEW YORK NY," 1,869 "," 3,477 "," 54,684 ", 15.73 ,,,
10/13/14,Pink Cab,CA,ORANGE COUNTY, 150 , 258 ," 2,994 ", 11.60 ,,,
10/13/14,Pink Cab,AZ,PHOENIX AZ, 39 , 108 ," 1,158 ", 10.72 ,,,
10/13/14,Pink Cab,PA,PITTSBURGH PA, 66 , 132 ," 1,284 ", 9.73 ,,,
10/13/14,Pink Cab,CA,SACRAMENTO CA, 81 , 126 ," 1,716 ", 13.62 ,,,
10/13/14,Pink Cab,CA,SAN DIEGO CA, 912 ," 1,665 "," 19,221 ", 11.54 ,,,
